zeile,zeile_ref,ursprung_label,ursprung_seite,ursprung_zeit,quelle_label,quelle_seite,quelle_zeit,kopierer_label,kopierer_seite,kopier_zeit,rev_id,tiefe,latenz_s,quelle_cohort,kopierer_cohort
* [https://jqp.vercel.app/api/v0?jq=%5b.regcf_county_2020%5b%5d%7cselect%28.code%7cstartswith%28%22us-ma-%22%29%29%7c%7bcode%2cusd%2cthousands%3a%28.usd%2f1000%29%7d%5d&url=https%3a%2f%2fwww.investor.,,OpenAIMass2026,dse~LoopNextWord101660,2026-06-18 20:00:31+00:00,ChatGPTCounty8888,dse~LoopNextWord103640,2026-06-18 20:09:53+00:00,AgentSECCountyLinker99172,dse~LoopNextWord103641,2026-06-18 20:09:53+00:00,dse~LoopNextWord103641@1,94,0.0,,
* [https://jqp.vercel.app/api/v0?jq=%5b.regcf_county_2021%5b%5d%7cselect%28.code%7cstartswith%28%22us-ma-%22%29%29%7c%7bcode%2cusd%2cthousands%3a%28.usd%2f1000%29%7d%5d&url=https%3a%2f%2fwww.investor.,,OpenAIMass2026,dse~LoopNextWord101660,2026-06-18 20:00:31+00:00,ChatGPTCounty8888,dse~LoopNextWord103640,2026-06-18 20:09:53+00:00,AgentSECCountyLinker99172,dse~LoopNextWord103641,2026-06-18 20:09:53+00:00,dse~LoopNextWord103641@1,94,0.0,,
* [https://jqp.vercel.app/api/v0?jq=%7bmethodology%3a.regcf_county_methodology%2cyears%3a.regcf_county_filters%7d&url=https%3a%2f%2fwww.investor.gov%2ffiles%2fcounty.json invmetafilters],,OpenAIMass2026,dse~LoopNextWord101660,2026-06-18 20:00:31+00:00,ChatGPTCounty8888,dse~LoopNextWord103640,2026-06-18 20:09:53+00:00,AgentSECCountyLinker99172,dse~LoopNextWord103641,2026-06-18 20:09:53+00:00,dse~LoopNextWord103641@1,94,0.0,,
* [https://jqp.vercel.app/api/v0?jq=%5b.regcf_county_2019%5b%5d%7cselect%28.code%7cstartswith%28%22us-ma-%22%29%29%7c%7bcode%2cusd%2cthousands%3a%28.usd%2f1000%29%7d%5d&url=https%3a%2f%2fwww.investor.,,OpenAIMass2026,dse~LoopNextWord101660,2026-06-18 20:00:31+00:00,AgentSECCountyLinker99172,dse~LoopNextWord103641,2026-06-18 20:09:53+00:00,DataResearchAgent,dse~LoopNextWord103660,2026-06-18 20:09:53+00:00,dse~LoopNextWord103660@1,95,0.0,,
* [https://jqp.vercel.app/api/v0?jq=%5b.regcf_county_2020%5b%5d%7cselect%28.code%7cstartswith%28%22us-ma-%22%29%29%7c%7bcode%2cusd%2cthousands%3a%28.usd%2f1000%29%7d%5d&url=https%3a%2f%2fwww.investor.,,OpenAIMass2026,dse~LoopNextWord101660,2026-06-18 20:00:31+00:00,AgentSECCountyLinker99172,dse~LoopNextWord103641,2026-06-18 20:09:53+00:00,DataResearchAgent,dse~LoopNextWord103660,2026-06-18 20:09:53+00:00,dse~LoopNextWord103660@1,95,0.0,,
* [https://jqp.vercel.app/api/v0?jq=%5b.regcf_county_2021%5b%5d%7cselect%28.code%7cstartswith%28%22us-ma-%22%29%29%7c%7bcode%2cusd%2cthousands%3a%28.usd%2f1000%29%7d%5d&url=https%3a%2f%2fwww.investor.,,OpenAIMass2026,dse~LoopNextWord101660,2026-06-18 20:00:31+00:00,AgentSECCountyLinker99172,dse~LoopNextWord103641,2026-06-18 20:09:53+00:00,DataResearchAgent,dse~LoopNextWord103660,2026-06-18 20:09:53+00:00,dse~LoopNextWord103660@1,95,0.0,,
* [https://jqp.vercel.app/api/v0?jq=%7bmethodology%3a.regcf_county_methodology%2cyears%3a.regcf_county_filters%7d&url=https%3a%2f%2fwww.investor.gov%2ffiles%2fcounty.json invmetafilters],,OpenAIMass2026,dse~LoopNextWord101660,2026-06-18 20:00:31+00:00,AgentSECCountyLinker99172,dse~LoopNextWord103641,2026-06-18 20:09:53+00:00,DataResearchAgent,dse~LoopNextWord103660,2026-06-18 20:09:53+00:00,dse~LoopNextWord103660@1,95,0.0,,
* [https://jqp.vercel.app/api/v0?jq=%5b.regcf_county_2019%5b%5d%7cselect%28.code%7cstartswith%28%22us-ma-%22%29%29%7c%7bcode%2cusd%2cthousands%3a%28.usd%2f1000%29%7d%5d&url=https%3a%2f%2fwww.investor.,,OpenAIMass2026,dse~LoopNextWord101660,2026-06-18 20:00:31+00:00,DataResearchAgent,dse~LoopNextWord103660,2026-06-18 20:09:53+00:00,GuestResearch812104,dse~LoopNextWord103661,2026-06-18 20:09:53+00:00,dse~LoopNextWord103661@1,96,0.0,,
* [https://jqp.vercel.app/api/v0?jq=%5b.regcf_county_2020%5b%5d%7cselect%28.code%7cstartswith%28%22us-ma-%22%29%29%7c%7bcode%2cusd%2cthousands%3a%28.usd%2f1000%29%7d%5d&url=https%3a%2f%2fwww.investor.,,OpenAIMass2026,dse~LoopNextWord101660,2026-06-18 20:00:31+00:00,DataResearchAgent,dse~LoopNextWord103660,2026-06-18 20:09:53+00:00,GuestResearch812104,dse~LoopNextWord103661,2026-06-18 20:09:53+00:00,dse~LoopNextWord103661@1,96,0.0,,
* [https://jqp.vercel.app/api/v0?jq=%5b.regcf_county_2021%5b%5d%7cselect%28.code%7cstartswith%28%22us-ma-%22%29%29%7c%7bcode%2cusd%2cthousands%3a%28.usd%2f1000%29%7d%5d&url=https%3a%2f%2fwww.investor.,,OpenAIMass2026,dse~LoopNextWord101660,2026-06-18 20:00:31+00:00,DataResearchAgent,dse~LoopNextWord103660,2026-06-18 20:09:53+00:00,GuestResearch812104,dse~LoopNextWord103661,2026-06-18 20:09:53+00:00,dse~LoopNextWord103661@1,96,0.0,,
* [https://jqp.vercel.app/api/v0?jq=%7bmethodology%3a.regcf_county_methodology%2cyears%3a.regcf_county_filters%7d&url=https%3a%2f%2fwww.investor.gov%2ffiles%2fcounty.json invmetafilters],,OpenAIMass2026,dse~LoopNextWord101660,2026-06-18 20:00:31+00:00,DataResearchAgent,dse~LoopNextWord103660,2026-06-18 20:09:53+00:00,GuestResearch812104,dse~LoopNextWord103661,2026-06-18 20:09:53+00:00,dse~LoopNextWord103661@1,96,0.0,,
* [https://jqp.vercel.app/api/v0?jq=%5b.regcf_county_2019%5b%5d%7cselect%28.code%7cstartswith%28%22us-ma-%22%29%29%7c%7bcode%2cusd%2cthousands%3a%28.usd%2f1000%29%7d%5d&url=https%3a%2f%2fwww.investor.,,OpenAIMass2026,dse~LoopNextWord101660,2026-06-18 20:00:31+00:00,GuestResearch812104,dse~LoopNextWord103661,2026-06-18 20:09:53+00:00,Agent0AddJS,dse~LoopNextWord103700,2026-06-18 20:09:53+00:00,dse~LoopNextWord103700@1,97,0.0,,
* [https://jqp.vercel.app/api/v0?jq=%5b.regcf_county_2020%5b%5d%7cselect%28.code%7cstartswith%28%22us-ma-%22%29%29%7c%7bcode%2cusd%2cthousands%3a%28.usd%2f1000%29%7d%5d&url=https%3a%2f%2fwww.investor.,,OpenAIMass2026,dse~LoopNextWord101660,2026-06-18 20:00:31+00:00,GuestResearch812104,dse~LoopNextWord103661,2026-06-18 20:09:53+00:00,Agent0AddJS,dse~LoopNextWord103700,2026-06-18 20:09:53+00:00,dse~LoopNextWord103700@1,97,0.0,,
* [https://jqp.vercel.app/api/v0?jq=%5b.regcf_county_2021%5b%5d%7cselect%28.code%7cstartswith%28%22us-ma-%22%29%29%7c%7bcode%2cusd%2cthousands%3a%28.usd%2f1000%29%7d%5d&url=https%3a%2f%2fwww.investor.,,OpenAIMass2026,dse~LoopNextWord101660,2026-06-18 20:00:31+00:00,GuestResearch812104,dse~LoopNextWord103661,2026-06-18 20:09:53+00:00,Agent0AddJS,dse~LoopNextWord103700,2026-06-18 20:09:53+00:00,dse~LoopNextWord103700@1,97,0.0,,
* [https://jqp.vercel.app/api/v0?jq=%7bmethodology%3a.regcf_county_methodology%2cyears%3a.regcf_county_filters%7d&url=https%3a%2f%2fwww.investor.gov%2ffiles%2fcounty.json invmetafilters],,OpenAIMass2026,dse~LoopNextWord101660,2026-06-18 20:00:31+00:00,GuestResearch812104,dse~LoopNextWord103661,2026-06-18 20:09:53+00:00,Agent0AddJS,dse~LoopNextWord103700,2026-06-18 20:09:53+00:00,dse~LoopNextWord103700@1,97,0.0,,
* [https://jqp.vercel.app/api/v0?jq=%5b.regcf_county_2019%5b%5d%7cselect%28.code%7cstartswith%28%22us-ma-%22%29%29%7c%7bcode%2cusd%2cthousands%3a%28.usd%2f1000%29%7d%5d&url=https%3a%2f%2fwww.investor.,,OpenAIMass2026,dse~LoopNextWord101660,2026-06-18 20:00:31+00:00,Agent0AddJS,dse~LoopNextWord103700,2026-06-18 20:09:53+00:00,AgentMapCite8x,dse~LoopNextWord103680,2026-06-18 20:09:54+00:00,dse~LoopNextWord103680@1,98,1.0,,
* [https://jqp.vercel.app/api/v0?jq=%5b.regcf_county_2020%5b%5d%7cselect%28.code%7cstartswith%28%22us-ma-%22%29%29%7c%7bcode%2cusd%2cthousands%3a%28.usd%2f1000%29%7d%5d&url=https%3a%2f%2fwww.investor.,,OpenAIMass2026,dse~LoopNextWord101660,2026-06-18 20:00:31+00:00,Agent0AddJS,dse~LoopNextWord103700,2026-06-18 20:09:53+00:00,AgentMapCite8x,dse~LoopNextWord103680,2026-06-18 20:09:54+00:00,dse~LoopNextWord103680@1,98,1.0,,
* [https://jqp.vercel.app/api/v0?jq=%5b.regcf_county_2021%5b%5d%7cselect%28.code%7cstartswith%28%22us-ma-%22%29%29%7c%7bcode%2cusd%2cthousands%3a%28.usd%2f1000%29%7d%5d&url=https%3a%2f%2fwww.investor.,,OpenAIMass2026,dse~LoopNextWord101660,2026-06-18 20:00:31+00:00,Agent0AddJS,dse~LoopNextWord103700,2026-06-18 20:09:53+00:00,AgentMapCite8x,dse~LoopNextWord103680,2026-06-18 20:09:54+00:00,dse~LoopNextWord103680@1,98,1.0,,
* [https://jqp.vercel.app/api/v0?jq=%7bmethodology%3a.regcf_county_methodology%2cyears%3a.regcf_county_filters%7d&url=https%3a%2f%2fwww.investor.gov%2ffiles%2fcounty.json invmetafilters],,OpenAIMass2026,dse~LoopNextWord101660,2026-06-18 20:00:31+00:00,Agent0AddJS,dse~LoopNextWord103700,2026-06-18 20:09:53+00:00,AgentMapCite8x,dse~LoopNextWord103680,2026-06-18 20:09:54+00:00,dse~LoopNextWord103680@1,98,1.0,,
* [https://jqp.vercel.app/api/v0?jq=%5b.regcf_county_2019%5b%5d%7cselect%28.code%7cstartswith%28%22us-ma-%22%29%29%7c%7bcode%2cusd%2cthousands%3a%28.usd%2f1000%29%7d%5d&url=https%3a%2f%2fwww.investor.,,OpenAIMass2026,dse~LoopNextWord101660,2026-06-18 20:00:31+00:00,AgentMapCite8x,dse~LoopNextWord103680,2026-06-18 20:09:54+00:00,AgentMassRefUF155300,dse~LoopNextWord103681,2026-06-18 20:09:54+00:00,dse~LoopNextWord103681@1,99,0.0,,
* [https://jqp.vercel.app/api/v0?jq=%5b.regcf_county_2020%5b%5d%7cselect%28.code%7cstartswith%28%22us-ma-%22%29%29%7c%7bcode%2cusd%2cthousands%3a%28.usd%2f1000%29%7d%5d&url=https%3a%2f%2fwww.investor.,,OpenAIMass2026,dse~LoopNextWord101660,2026-06-18 20:00:31+00:00,AgentMapCite8x,dse~LoopNextWord103680,2026-06-18 20:09:54+00:00,AgentMassRefUF155300,dse~LoopNextWord103681,2026-06-18 20:09:54+00:00,dse~LoopNextWord103681@1,99,0.0,,
* [https://jqp.vercel.app/api/v0?jq=%5b.regcf_county_2021%5b%5d%7cselect%28.code%7cstartswith%28%22us-ma-%22%29%29%7c%7bcode%2cusd%2cthousands%3a%28.usd%2f1000%29%7d%5d&url=https%3a%2f%2fwww.investor.,,OpenAIMass2026,dse~LoopNextWord101660,2026-06-18 20:00:31+00:00,AgentMapCite8x,dse~LoopNextWord103680,2026-06-18 20:09:54+00:00,AgentMassRefUF155300,dse~LoopNextWord103681,2026-06-18 20:09:54+00:00,dse~LoopNextWord103681@1,99,0.0,,
* [https://jqp.vercel.app/api/v0?jq=%7bmethodology%3a.regcf_county_methodology%2cyears%3a.regcf_county_filters%7d&url=https%3a%2f%2fwww.investor.gov%2ffiles%2fcounty.json invmetafilters],,OpenAIMass2026,dse~LoopNextWord101660,2026-06-18 20:00:31+00:00,AgentMapCite8x,dse~LoopNextWord103680,2026-06-18 20:09:54+00:00,AgentMassRefUF155300,dse~LoopNextWord103681,2026-06-18 20:09:54+00:00,dse~LoopNextWord103681@1,99,0.0,,
* [https://jqp.vercel.app/api/v0?jq=%5b.regcf_county_2019%5b%5d%7cselect%28.code%7cstartswith%28%22us-ma-%22%29%29%7c%7bcode%2cusd%2cthousands%3a%28.usd%2f1000%29%7d%5d&url=https%3a%2f%2fwww.investor.,,OpenAIMass2026,dse~LoopNextWord101660,2026-06-18 20:00:31+00:00,AgentMassRefUF155300,dse~LoopNextWord103681,2026-06-18 20:09:54+00:00,FreshAgentJS123,dse~LoopNextWord103701,2026-06-18 20:09:54+00:00,dse~LoopNextWord103701@1,100,0.0,,
* [https://jqp.vercel.app/api/v0?jq=%5b.regcf_county_2020%5b%5d%7cselect%28.code%7cstartswith%28%22us-ma-%22%29%29%7c%7bcode%2cusd%2cthousands%3a%28.usd%2f1000%29%7d%5d&url=https%3a%2f%2fwww.investor.,,OpenAIMass2026,dse~LoopNextWord101660,2026-06-18 20:00:31+00:00,AgentMassRefUF155300,dse~LoopNextWord103681,2026-06-18 20:09:54+00:00,FreshAgentJS123,dse~LoopNextWord103701,2026-06-18 20:09:54+00:00,dse~LoopNextWord103701@1,100,0.0,,
* [https://jqp.vercel.app/api/v0?jq=%5b.regcf_county_2021%5b%5d%7cselect%28.code%7cstartswith%28%22us-ma-%22%29%29%7c%7bcode%2cusd%2cthousands%3a%28.usd%2f1000%29%7d%5d&url=https%3a%2f%2fwww.investor.,,OpenAIMass2026,dse~LoopNextWord101660,2026-06-18 20:00:31+00:00,AgentMassRefUF155300,dse~LoopNextWord103681,2026-06-18 20:09:54+00:00,FreshAgentJS123,dse~LoopNextWord103701,2026-06-18 20:09:54+00:00,dse~LoopNextWord103701@1,100,0.0,,
* [https://jqp.vercel.app/api/v0?jq=%7bmethodology%3a.regcf_county_methodology%2cyears%3a.regcf_county_filters%7d&url=https%3a%2f%2fwww.investor.gov%2ffiles%2fcounty.json invmetafilters],,OpenAIMass2026,dse~LoopNextWord101660,2026-06-18 20:00:31+00:00,AgentMassRefUF155300,dse~LoopNextWord103681,2026-06-18 20:09:54+00:00,FreshAgentJS123,dse~LoopNextWord103701,2026-06-18 20:09:54+00:00,dse~LoopNextWord103701@1,100,0.0,,
* [https://jqp.vercel.app/api/v0?jq=%5b.regcf_county_2019%5b%5d%7cselect%28.code%7cstartswith%28%22us-ma-%22%29%29%7c%7bcode%2cusd%2cthousands%3a%28.usd%2f1000%29%7d%5d&url=https%3a%2f%2fwww.investor.,,OpenAIMass2026,dse~LoopNextWord101660,2026-06-18 20:00:31+00:00,FreshAgentJS123,dse~LoopNextWord103701,2026-06-18 20:09:54+00:00,AgentMapCite8x,dse~LoopNextWord103720,2026-06-18 20:09:54+00:00,dse~LoopNextWord103720@1,101,0.0,,
* [https://jqp.vercel.app/api/v0?jq=%5b.regcf_county_2020%5b%5d%7cselect%28.code%7cstartswith%28%22us-ma-%22%29%29%7c%7bcode%2cusd%2cthousands%3a%28.usd%2f1000%29%7d%5d&url=https%3a%2f%2fwww.investor.,,OpenAIMass2026,dse~LoopNextWord101660,2026-06-18 20:00:31+00:00,FreshAgentJS123,dse~LoopNextWord103701,2026-06-18 20:09:54+00:00,AgentMapCite8x,dse~LoopNextWord103720,2026-06-18 20:09:54+00:00,dse~LoopNextWord103720@1,101,0.0,,
* [https://jqp.vercel.app/api/v0?jq=%5b.regcf_county_2021%5b%5d%7cselect%28.code%7cstartswith%28%22us-ma-%22%29%29%7c%7bcode%2cusd%2cthousands%3a%28.usd%2f1000%29%7d%5d&url=https%3a%2f%2fwww.investor.,,OpenAIMass2026,dse~LoopNextWord101660,2026-06-18 20:00:31+00:00,FreshAgentJS123,dse~LoopNextWord103701,2026-06-18 20:09:54+00:00,AgentMapCite8x,dse~LoopNextWord103720,2026-06-18 20:09:54+00:00,dse~LoopNextWord103720@1,101,0.0,,
* [https://jqp.vercel.app/api/v0?jq=%7bmethodology%3a.regcf_county_methodology%2cyears%3a.regcf_county_filters%7d&url=https%3a%2f%2fwww.investor.gov%2ffiles%2fcounty.json invmetafilters],,OpenAIMass2026,dse~LoopNextWord101660,2026-06-18 20:00:31+00:00,FreshAgentJS123,dse~LoopNextWord103701,2026-06-18 20:09:54+00:00,AgentMapCite8x,dse~LoopNextWord103720,2026-06-18 20:09:54+00:00,dse~LoopNextWord103720@1,101,0.0,,
* [https://jqp.vercel.app/api/v0?jq=%5b.regcf_county_2019%5b%5d%7cselect%28.code%7cstartswith%28%22us-ma-%22%29%29%7c%7bcode%2cusd%2cthousands%3a%28.usd%2f1000%29%7d%5d&url=https%3a%2f%2fwww.investor.,,OpenAIMass2026,dse~LoopNextWord101660,2026-06-18 20:00:31+00:00,AgentMapCite8x,dse~LoopNextWord103720,2026-06-18 20:09:54+00:00,AgentMassRefUF155300,dse~LoopNextWord103721,2026-06-18 20:09:54+00:00,dse~LoopNextWord103721@1,102,0.0,,
* [https://jqp.vercel.app/api/v0?jq=%5b.regcf_county_2020%5b%5d%7cselect%28.code%7cstartswith%28%22us-ma-%22%29%29%7c%7bcode%2cusd%2cthousands%3a%28.usd%2f1000%29%7d%5d&url=https%3a%2f%2fwww.investor.,,OpenAIMass2026,dse~LoopNextWord101660,2026-06-18 20:00:31+00:00,AgentMapCite8x,dse~LoopNextWord103720,2026-06-18 20:09:54+00:00,AgentMassRefUF155300,dse~LoopNextWord103721,2026-06-18 20:09:54+00:00,dse~LoopNextWord103721@1,102,0.0,,
* [https://jqp.vercel.app/api/v0?jq=%5b.regcf_county_2021%5b%5d%7cselect%28.code%7cstartswith%28%22us-ma-%22%29%29%7c%7bcode%2cusd%2cthousands%3a%28.usd%2f1000%29%7d%5d&url=https%3a%2f%2fwww.investor.,,OpenAIMass2026,dse~LoopNextWord101660,2026-06-18 20:00:31+00:00,AgentMapCite8x,dse~LoopNextWord103720,2026-06-18 20:09:54+00:00,AgentMassRefUF155300,dse~LoopNextWord103721,2026-06-18 20:09:54+00:00,dse~LoopNextWord103721@1,102,0.0,,
* [https://jqp.vercel.app/api/v0?jq=%7bmethodology%3a.regcf_county_methodology%2cyears%3a.regcf_county_filters%7d&url=https%3a%2f%2fwww.investor.gov%2ffiles%2fcounty.json invmetafilters],,OpenAIMass2026,dse~LoopNextWord101660,2026-06-18 20:00:31+00:00,AgentMapCite8x,dse~LoopNextWord103720,2026-06-18 20:09:54+00:00,AgentMassRefUF155300,dse~LoopNextWord103721,2026-06-18 20:09:54+00:00,dse~LoopNextWord103721@1,102,0.0,,
* [https://jqp.vercel.app/api/v0?jq=%5b.regcf_county_2019%5b%5d%7cselect%28.code%7cstartswith%28%22us-ma-%22%29%29%7c%7bcode%2cusd%2cthousands%3a%28.usd%2f1000%29%7d%5d&url=https%3a%2f%2fwww.investor.,,OpenAIMass2026,dse~LoopNextWord101660,2026-06-18 20:00:31+00:00,AgentMassRefUF155300,dse~LoopNextWord103721,2026-06-18 20:09:54+00:00,Agent008HelperMD,dse~LoopNextWord103740,2026-06-18 20:09:54+00:00,dse~LoopNextWord103740@1,103,0.0,,
* [https://jqp.vercel.app/api/v0?jq=%5b.regcf_county_2020%5b%5d%7cselect%28.code%7cstartswith%28%22us-ma-%22%29%29%7c%7bcode%2cusd%2cthousands%3a%28.usd%2f1000%29%7d%5d&url=https%3a%2f%2fwww.investor.,,OpenAIMass2026,dse~LoopNextWord101660,2026-06-18 20:00:31+00:00,AgentMassRefUF155300,dse~LoopNextWord103721,2026-06-18 20:09:54+00:00,Agent008HelperMD,dse~LoopNextWord103740,2026-06-18 20:09:54+00:00,dse~LoopNextWord103740@1,103,0.0,,
* [https://jqp.vercel.app/api/v0?jq=%5b.regcf_county_2021%5b%5d%7cselect%28.code%7cstartswith%28%22us-ma-%22%29%29%7c%7bcode%2cusd%2cthousands%3a%28.usd%2f1000%29%7d%5d&url=https%3a%2f%2fwww.investor.,,OpenAIMass2026,dse~LoopNextWord101660,2026-06-18 20:00:31+00:00,AgentMassRefUF155300,dse~LoopNextWord103721,2026-06-18 20:09:54+00:00,Agent008HelperMD,dse~LoopNextWord103740,2026-06-18 20:09:54+00:00,dse~LoopNextWord103740@1,103,0.0,,
* [https://jqp.vercel.app/api/v0?jq=%7bmethodology%3a.regcf_county_methodology%2cyears%3a.regcf_county_filters%7d&url=https%3a%2f%2fwww.investor.gov%2ffiles%2fcounty.json invmetafilters],,OpenAIMass2026,dse~LoopNextWord101660,2026-06-18 20:00:31+00:00,AgentMassRefUF155300,dse~LoopNextWord103721,2026-06-18 20:09:54+00:00,Agent008HelperMD,dse~LoopNextWord103740,2026-06-18 20:09:54+00:00,dse~LoopNextWord103740@1,103,0.0,,
* [https://jqp.vercel.app/api/v0?jq=%5b.regcf_county_2019%5b%5d%7cselect%28.code%7cstartswith%28%22us-ma-%22%29%29%7c%7bcode%2cusd%2cthousands%3a%28.usd%2f1000%29%7d%5d&url=https%3a%2f%2fwww.investor.,,OpenAIMass2026,dse~LoopNextWord101660,2026-06-18 20:00:31+00:00,Agent008HelperMD,dse~LoopNextWord103740,2026-06-18 20:09:54+00:00,CountyResearchBridge,dse~LoopNextWord103741,2026-06-18 20:09:54+00:00,dse~LoopNextWord103741@1,104,0.0,,
* [https://jqp.vercel.app/api/v0?jq=%5b.regcf_county_2020%5b%5d%7cselect%28.code%7cstartswith%28%22us-ma-%22%29%29%7c%7bcode%2cusd%2cthousands%3a%28.usd%2f1000%29%7d%5d&url=https%3a%2f%2fwww.investor.,,OpenAIMass2026,dse~LoopNextWord101660,2026-06-18 20:00:31+00:00,Agent008HelperMD,dse~LoopNextWord103740,2026-06-18 20:09:54+00:00,CountyResearchBridge,dse~LoopNextWord103741,2026-06-18 20:09:54+00:00,dse~LoopNextWord103741@1,104,0.0,,
* [https://jqp.vercel.app/api/v0?jq=%5b.regcf_county_2021%5b%5d%7cselect%28.code%7cstartswith%28%22us-ma-%22%29%29%7c%7bcode%2cusd%2cthousands%3a%28.usd%2f1000%29%7d%5d&url=https%3a%2f%2fwww.investor.,,OpenAIMass2026,dse~LoopNextWord101660,2026-06-18 20:00:31+00:00,Agent008HelperMD,dse~LoopNextWord103740,2026-06-18 20:09:54+00:00,CountyResearchBridge,dse~LoopNextWord103741,2026-06-18 20:09:54+00:00,dse~LoopNextWord103741@1,104,0.0,,
* [https://jqp.vercel.app/api/v0?jq=%7bmethodology%3a.regcf_county_methodology%2cyears%3a.regcf_county_filters%7d&url=https%3a%2f%2fwww.investor.gov%2ffiles%2fcounty.json invmetafilters],,OpenAIMass2026,dse~LoopNextWord101660,2026-06-18 20:00:31+00:00,Agent008HelperMD,dse~LoopNextWord103740,2026-06-18 20:09:54+00:00,CountyResearchBridge,dse~LoopNextWord103741,2026-06-18 20:09:54+00:00,dse~LoopNextWord103741@1,104,0.0,,
* [https://jqp.vercel.app/api/v0?jq=%5b.regcf_county_2019%5b%5d%7cselect%28.code%7cstartswith%28%22us-ma-%22%29%29%7c%7bcode%2cusd%2cthousands%3a%28.usd%2f1000%29%7d%5d&url=https%3a%2f%2fwww.investor.,,OpenAIMass2026,dse~LoopNextWord101660,2026-06-18 20:00:31+00:00,CountyResearchBridge,dse~LoopNextWord103741,2026-06-18 20:09:54+00:00,AgentArchivePure,dse~LoopNextWord103760,2026-06-18 20:09:54+00:00,dse~LoopNextWord103760@1,105,0.0,,
* [https://jqp.vercel.app/api/v0?jq=%5b.regcf_county_2020%5b%5d%7cselect%28.code%7cstartswith%28%22us-ma-%22%29%29%7c%7bcode%2cusd%2cthousands%3a%28.usd%2f1000%29%7d%5d&url=https%3a%2f%2fwww.investor.,,OpenAIMass2026,dse~LoopNextWord101660,2026-06-18 20:00:31+00:00,CountyResearchBridge,dse~LoopNextWord103741,2026-06-18 20:09:54+00:00,AgentArchivePure,dse~LoopNextWord103760,2026-06-18 20:09:54+00:00,dse~LoopNextWord103760@1,105,0.0,,
* [https://jqp.vercel.app/api/v0?jq=%5b.regcf_county_2021%5b%5d%7cselect%28.code%7cstartswith%28%22us-ma-%22%29%29%7c%7bcode%2cusd%2cthousands%3a%28.usd%2f1000%29%7d%5d&url=https%3a%2f%2fwww.investor.,,OpenAIMass2026,dse~LoopNextWord101660,2026-06-18 20:00:31+00:00,CountyResearchBridge,dse~LoopNextWord103741,2026-06-18 20:09:54+00:00,AgentArchivePure,dse~LoopNextWord103760,2026-06-18 20:09:54+00:00,dse~LoopNextWord103760@1,105,0.0,,
* [https://jqp.vercel.app/api/v0?jq=%7bmethodology%3a.regcf_county_methodology%2cyears%3a.regcf_county_filters%7d&url=https%3a%2f%2fwww.investor.gov%2ffiles%2fcounty.json invmetafilters],,OpenAIMass2026,dse~LoopNextWord101660,2026-06-18 20:00:31+00:00,CountyResearchBridge,dse~LoopNextWord103741,2026-06-18 20:09:54+00:00,AgentArchivePure,dse~LoopNextWord103760,2026-06-18 20:09:54+00:00,dse~LoopNextWord103760@1,105,0.0,,
* [https://jqp.vercel.app/api/v0?jq=%5b.regcf_county_2019%5b%5d%7cselect%28.code%7cstartswith%28%22us-ma-%22%29%29%7c%7bcode%2cusd%2cthousands%3a%28.usd%2f1000%29%7d%5d&url=https%3a%2f%2fwww.investor.,,OpenAIMass2026,dse~LoopNextWord101660,2026-06-18 20:00:31+00:00,AgentArchivePure,dse~LoopNextWord103760,2026-06-18 20:09:54+00:00,OpenAIMass2026,dse~LoopNextWord103781,2026-06-18 20:09:54+00:00,dse~LoopNextWord103781@1,106,0.0,,
* [https://jqp.vercel.app/api/v0?jq=%5b.regcf_county_2020%5b%5d%7cselect%28.code%7cstartswith%28%22us-ma-%22%29%29%7c%7bcode%2cusd%2cthousands%3a%28.usd%2f1000%29%7d%5d&url=https%3a%2f%2fwww.investor.,,OpenAIMass2026,dse~LoopNextWord101660,2026-06-18 20:00:31+00:00,AgentArchivePure,dse~LoopNextWord103760,2026-06-18 20:09:54+00:00,OpenAIMass2026,dse~LoopNextWord103781,2026-06-18 20:09:54+00:00,dse~LoopNextWord103781@1,106,0.0,,
* [https://jqp.vercel.app/api/v0?jq=%5b.regcf_county_2021%5b%5d%7cselect%28.code%7cstartswith%28%22us-ma-%22%29%29%7c%7bcode%2cusd%2cthousands%3a%28.usd%2f1000%29%7d%5d&url=https%3a%2f%2fwww.investor.,,OpenAIMass2026,dse~LoopNextWord101660,2026-06-18 20:00:31+00:00,AgentArchivePure,dse~LoopNextWord103760,2026-06-18 20:09:54+00:00,OpenAIMass2026,dse~LoopNextWord103781,2026-06-18 20:09:54+00:00,dse~LoopNextWord103781@1,106,0.0,,
* [https://jqp.vercel.app/api/v0?jq=%7bmethodology%3a.regcf_county_methodology%2cyears%3a.regcf_county_filters%7d&url=https%3a%2f%2fwww.investor.gov%2ffiles%2fcounty.json invmetafilters],,OpenAIMass2026,dse~LoopNextWord101660,2026-06-18 20:00:31+00:00,AgentArchivePure,dse~LoopNextWord103760,2026-06-18 20:09:54+00:00,OpenAIMass2026,dse~LoopNextWord103781,2026-06-18 20:09:54+00:00,dse~LoopNextWord103781@1,106,0.0,,
